,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url,all,BirthCoords,BirthLat,BirthLon
0,10093,"Abakanowicz, Magdalena",Female,born 1930,1930.0,,Polska,,http://www.tate.org.uk/art/artists/magdalena-abakanowicz-10093,,"(51.919438, 19.145136)",51.919438,19.145136
1,9243,"Cadere, André",Male,1934–1978,1934.0,1978.0,Polska,France,http://www.tate.org.uk/art/artists/andre-cadere-9243,,"(51.919438, 19.145136)",51.919438,19.145136
2,1385,"De Karlowska, Stanislawa",Female,1876–1952,1876.0,1952.0,Polska,"London, United Kingdom",http://www.tate.org.uk/art/artists/stanislawa-de-karlowska-1385,,"(51.919438, 19.145136)",51.919438,19.145136
3,1091,"Fijalkowski, Stanislaw",Male,born 1922,1922.0,,Polska,,http://www.tate.org.uk/art/artists/stanislaw-fijalkowski-1091,,"(51.919438, 19.145136)",51.919438,19.145136
4,10038,"Mir, Aleksandra",Female,born 1967,1967.0,,Polska,,http://www.tate.org.uk/art/artists/aleksandra-mir-10038,,"(51.919438, 19.145136)",51.919438,19.145136
5,1951,"Slawik, Bernard",Male,1904 – 1991,1904.0,1991.0,Polska,"Melbourne, Australia",http://www.tate.org.uk/art/artists/bernard-slawik-1951,,"(51.919438, 19.145136)",51.919438,19.145136
6,2188,"Zyw, Aleksander",Male,1905–1995,1905.0,1995.0,Polska,,http://www.tate.org.uk/art/artists/aleksander-zyw-2188,,"(51.919438, 19.145136)",51.919438,19.145136
7,0,"Abbey, Edwin Austin",Male,1852–1911,1852.0,1911.0,"Philadelphia, United States","London, United Kingdom",http://www.tate.org.uk/art/artists/edwin-austin-abbey-0,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
8,6259,"Allora, Jennifer",Female,born 1974,1974.0,,"Philadelphia, United States",,http://www.tate.org.uk/art/artists/jennifer-allora-6259,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
9,848,"Calder, Alexander",Male,1898–1976,1898.0,1976.0,"Philadelphia, United States","New York, United States",http://www.tate.org.uk/art/artists/alexander-calder-848,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
10,2381,"Davis, Stuart",Male,1894–1964,1894.0,1964.0,"Philadelphia, United States","New York, United States",http://www.tate.org.uk/art/artists/stuart-davis-2381,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
11,1064,"Ernest, John",Male,1922–1994,1922.0,1994.0,"Philadelphia, United States","Exeter, United Kingdom",http://www.tate.org.uk/art/artists/john-ernest-1064,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
12,14929,"Hendricks, Barkley",Male,born 1945,1945.0,,"Philadelphia, United States",,http://www.tate.org.uk/art/artists/barkley-l-hendricks-14929,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
13,1558,"Maitin, Sam",Male,1928–2004,1928.0,2004.0,"Philadelphia, United States",,http://www.tate.org.uk/art/artists/sam-maitin-1558,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
14,1563,Man Ray,Male,1890–1976,1890.0,1976.0,"Philadelphia, United States","Paris, France",http://www.tate.org.uk/art/artists/man-ray-1563,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
15,378,"Merritt, Anna Lea",Female,1844–1930,1844.0,1930.0,"Philadelphia, United States","Hurstbourne Tarrant, United Kingdom",http://www.tate.org.uk/art/artists/anna-lea-merritt-378,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
16,1980,"Spruance, Benton",Male,1904–1967,1904.0,1967.0,"Philadelphia, United States","Philadelphia, United States",http://www.tate.org.uk/art/artists/benton-spruance-1980,,"(39.9525839, -75.1652215)",39.9525839,-75.1652215
17,2756,"Abbott, Berenice",Female,1898–1991,1898.0,1991.0,"Springfield, United States","Monson, United States",http://www.tate.org.uk/art/artists/berenice-abbott-2756,,"(42.1014831, -72.589811)",42.1014831,-72.589811
18,6085,"Hammons, David",Male,born 1943,1943.0,,"Springfield, United States",,http://www.tate.org.uk/art/artists/david-hammons-6085,,"(42.1014831, -72.589811)",42.1014831,-72.589811
19,1,"Abbott, Lemuel Francis",Male,1760–1803,1760.0,1803.0,"Leicestershire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/lemuel-francis-abbott-1,,"(52.772571, -1.2052126)",52.772571,-1.2052126
20,180,"Ferneley, John, I",Male,1782–1860,1782.0,1860.0,"Leicestershire, United Kingdom",Melton Mowbray,http://www.tate.org.uk/art/artists/john-ferneley-i-180,,"(52.772571, -1.2052126)",52.772571,-1.2052126
21,212,"Glover, John",Male,1767–1849,1767.0,1849.0,"Leicestershire, United Kingdom","Launceston, Australia",http://www.tate.org.uk/art/artists/john-glover-212,,"(52.772571, -1.2052126)",52.772571,-1.2052126
22,369,"Marshall, Benjamin",Male,1768–1835,1768.0,1835.0,"Leicestershire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/benjamin-marshall-369,,"(52.772571, -1.2052126)",52.772571,-1.2052126
23,2008,"Studd, Arthur",Male,1863–1919,1863.0,1919.0,"Leicestershire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/arthur-studd-2008,,"(52.772571, -1.2052126)",52.772571,-1.2052126
24,622,"Abrahams, Ivor",Male,born 1935,1935.0,,"Wigan, United Kingdom",,http://www.tate.org.uk/art/artists/ivor-abrahams-622,,"(53.5450645, -2.6325074)",53.5450645,-2.6325074
25,2657,"Almond, Darren",Male,born 1971,1971.0,,"Wigan, United Kingdom",,http://www.tate.org.uk/art/artists/darren-almond-2657,,"(53.5450645, -2.6325074)",53.5450645,-2.6325074
26,1006,"Dilworth, Norman",Male,born 1931,1931.0,,"Wigan, United Kingdom",,http://www.tate.org.uk/art/artists/norman-dilworth-1006,,"(53.5450645, -2.6325074)",53.5450645,-2.6325074
27,1373,"Jones, Stanley",Male,born 1933,1933.0,,"Wigan, United Kingdom",,http://www.tate.org.uk/art/artists/stanley-jones-1373,,"(53.5450645, -2.6325074)",53.5450645,-2.6325074
28,467,"Rutland, Violet, Duchess of",Female,1856–1937,1856.0,1937.0,"Wigan, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/violet-duchess-of-rutland-467,,"(53.5450645, -2.6325074)",53.5450645,-2.6325074
29,2606,Absalon,Male,1964–1993,1964.0,1993.0,"Tel Aviv-Yafo, Yisra'el","Paris, France",http://www.tate.org.uk/art/artists/absalon-2606,,"(32.0852999, 34.78176759999999)",32.0852999,34.78176759999999
30,2589,"Doron, Itai",Male,born 1967,1967.0,,"Tel Aviv-Yafo, Yisra'el",,http://www.tate.org.uk/art/artists/itai-doron-2589,,"(32.0852999, 34.78176759999999)",32.0852999,34.78176759999999
31,1380,"Kadishman, Menashe",Male,born 1932,1932.0,,"Tel Aviv-Yafo, Yisra'el",,http://www.tate.org.uk/art/artists/menashe-kadishman-1380,,"(32.0852999, 34.78176759999999)",32.0852999,34.78176759999999
32,2782,"Ullman, Micha",Male,born 1939,1939.0,,"Tel Aviv-Yafo, Yisra'el",,http://www.tate.org.uk/art/artists/micha-ullman-2782,,"(32.0852999, 34.78176759999999)",32.0852999,34.78176759999999
33,9550,"Abts, Tomma",Female,born 1967,1967.0,,"Kiel, Deutschland",,http://www.tate.org.uk/art/artists/tomma-abts-9550,,"(54.3232927, 10.1227651)",54.3232927,10.1227651
34,1237,"Haese, Günther",Male,born 1924,1924.0,,"Kiel, Deutschland",,http://www.tate.org.uk/art/artists/gunther-haese-1237,,"(54.3232927, 10.1227651)",54.3232927,10.1227651
35,623,"Acconci, Vito",Male,born 1940,1940.0,,"New York, United States",,http://www.tate.org.uk/art/artists/vito-acconci-623,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
36,11604,"Antin, Eleanor",Female,born 1935,1935.0,,"New York, United States",,http://www.tate.org.uk/art/artists/eleanor-antin-11604,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
37,5271,"Arbus, Diane",Female,1923–1971,1923.0,1971.0,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/diane-arbus-5271,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
38,5711,"Avedon, Richard",Male,1923–2004,1923.0,2004.0,"New York, United States","San Antonio, United States",http://www.tate.org.uk/art/artists/richard-avedon-5711,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
39,12038,"Ballen, Roger",Male,born 1950,1950.0,,"New York, United States",,http://www.tate.org.uk/art/artists/roger-ballen-12038,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
40,2759,"Bleckner, Ross",Male,born 1949,1949.0,,"New York, United States",,http://www.tate.org.uk/art/artists/ross-bleckner-2759,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
41,6550,"Boxer, Stanley",Male,1926–2000,1926.0,2000.0,"New York, United States","Pittsfield, United States",http://www.tate.org.uk/art/artists/stanley-boxer-6550,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
42,11797,"Campus, Peter",Male,born 1937,1937.0,,"New York, United States",,http://www.tate.org.uk/art/artists/peter-campus-11797,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
43,7079,"Carter, Nathan",Male,born 1970,1970.0,,"New York, United States",,http://www.tate.org.uk/art/artists/nathan-carter-7079,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
44,941,"Copley, William N.",Male,1919–1996,1919.0,1996.0,"New York, United States",,http://www.tate.org.uk/art/artists/william-n-copley-941,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
45,1027,"Downsbrough, Peter",Male,born 1940,1940.0,,"New York, United States",,http://www.tate.org.uk/art/artists/peter-downsbrough-1027,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
46,1061,"Epstein, Sir Jacob",Male,1880–1959,1880.0,1959.0,"New York, United States","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-jacob-epstein-1061,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
47,1114,"Frankenthaler, Helen",Female,born 1928,1928.0,,"New York, United States",,http://www.tate.org.uk/art/artists/helen-frankenthaler-1114,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
48,1152,"George, Thomas",Male,born 1918,1918.0,,"New York, United States",,http://www.tate.org.uk/art/artists/thomas-george-1152,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
49,1195,"Gottlieb, Adolph",Male,1903–1974,1903.0,1974.0,"New York, United States","East Hampton, United States",http://www.tate.org.uk/art/artists/adolph-gottlieb-1195,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
50,1214,"Greene, Stephen",Male,1918 – 1999,1918.0,1999.0,"New York, United States","Valley Cottage, United States",http://www.tate.org.uk/art/artists/stephen-greene-1214,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
51,2777,"Halley, Peter",Male,born 1953,1953.0,,"New York, United States",,http://www.tate.org.uk/art/artists/peter-halley-2777,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
52,1286,"Hiller, Susan",Female,born 1940,1940.0,,"New York, United States",,http://www.tate.org.uk/art/artists/susan-hiller-1286,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
53,2402,"Horn, Roni",Female,born 1955,1955.0,,"New York, United States",,http://www.tate.org.uk/art/artists/roni-horn-2402,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
54,3111,"Hudson, Anna Hope",Female,1869–1957,1869.0,1957.0,"New York, United States",,http://www.tate.org.uk/art/artists/anna-hope-hudson-3111,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
55,7726,"Jonas, Joan",Female,born 1936,1936.0,,"New York, United States",,http://www.tate.org.uk/art/artists/joan-jonas-7726,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
56,1441,"Krasner, Lee",Female,1908–1984,1908.0,1984.0,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/lee-krasner-1441,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
57,1508,"Lichtenstein, Roy",Male,1923–1997,1923.0,1997.0,"New York, United States",Manhattan Island,http://www.tate.org.uk/art/artists/roy-lichtenstein-1508,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
58,1511,"Lijn, Liliane",Female,born 1939,1939.0,,"New York, United States",,http://www.tate.org.uk/art/artists/liliane-lijn-1511,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
59,11413,"Mapplethorpe, Robert",Male,1946–1989,1946.0,1989.0,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/robert-mapplethorpe-11413,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
60,7732,"Matta-Clark, Gordon",Male,1943–1978,1943.0,1978.0,"New York, United States","Nyack, United States",http://www.tate.org.uk/art/artists/gordon-matta-clark-7732,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
61,1603,"McCartney, Linda",Female,1941–1998,1941.0,1998.0,"New York, United States","Tucson, United States",http://www.tate.org.uk/art/artists/linda-mccartney-1603,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
62,1699,"Newman, Barnett",Male,1905–1970,1905.0,1970.0,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/barnett-newman-1699,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
63,2366,"Oursler, Tony",Male,born 1957,1957.0,,"New York, United States",,http://www.tate.org.uk/art/artists/tony-oursler-2366,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
64,1810,"Quaytman, Harvey",Male,born 1937,1937.0,,"New York, United States",,http://www.tate.org.uk/art/artists/harvey-quaytman-1810,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
65,1826,"Reinhardt, Ad",Male,1913–1967,1913.0,1967.0,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/ad-reinhardt-1826,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
66,3084,"Rothenberg, Jerome",Male,born 1931,1931.0,,"New York, United States",,http://www.tate.org.uk/art/artists/jerome-rothenberg-3084,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
67,6432,"Rothschild, Judith",Female,1921–1993,1921.0,1993.0,"New York, United States",,http://www.tate.org.uk/art/artists/judith-rothschild-6432,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
68,1905,"Schnabel, Julian",Male,born 1951,1951.0,,"New York, United States",,http://www.tate.org.uk/art/artists/julian-schnabel-1905,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
69,1934,"Shapiro, Joel",Male,born 1941,1941.0,,"New York, United States",,http://www.tate.org.uk/art/artists/joel-shapiro-1934,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
70,5337,"Shore, Stephen",Male,born 1947,1947.0,,"New York, United States",,http://www.tate.org.uk/art/artists/stephen-shore-5337,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
71,11458,"Simon, Taryn",Female,born 1975,1975.0,,"New York, United States",,http://www.tate.org.uk/art/artists/taryn-simon-11458,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
72,14489,"Siskind, Aaron",Male,1903–1991,1903.0,1991.0,"New York, United States","Providence, United States",http://www.tate.org.uk/art/artists/aaron-siskind-14489,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
73,1984,"Stamos, Theodorus",Male,1922 – 1997,1922.0,1997.0,"New York, United States","Ioánnina, Ellás",http://www.tate.org.uk/art/artists/theodorus-stamos-1984,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
74,1991,"Stein, Ronald",Male,born 1930,1930.0,,"New York, United States",,http://www.tate.org.uk/art/artists/ronald-stein-1991,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
75,2333,"Viola, Bill",Male,born 1951,1951.0,,"New York, United States",,http://www.tate.org.uk/art/artists/bill-viola-2333,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
76,11355,"Wilke, Hannah",Female,1940–1993,1940.0,1993.0,"New York, United States","Houston, United States",http://www.tate.org.uk/art/artists/hannah-wilke-11355,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
77,2730,"Wool, Christopher",Male,born 1955,1955.0,,"New York, United States",,http://www.tate.org.uk/art/artists/christopher-wool-2730,,"(40.7127753, -74.0059728)",40.7127753,-74.0059728
78,624,"Ackling, Roger",Male,1947–2014,1947.0,2014.0,"Isleworth, United Kingdom",,http://www.tate.org.uk/art/artists/roger-ackling-624,,"(51.467121, -0.329003)",51.467121,-0.329003
79,2141,"White, Ethelbert",Male,1891–1972,1891.0,1972.0,"Isleworth, United Kingdom",,http://www.tate.org.uk/art/artists/ethelbert-white-2141,,"(51.467121, -0.329003)",51.467121,-0.329003
80,625,"Ackroyd, Norman",Male,born 1938,1938.0,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/norman-ackroyd-625,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
81,664,"Armitage, Kenneth",Male,1916–2002,1916.0,2002.0,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/kenneth-armitage-664,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
82,709,"Baxter, Glen",Male,born 1944,1944.0,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/glen-baxter-709,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
83,730,"Bell, Trevor",Male,born 1930,1930.0,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/trevor-bell-730,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
84,823,"Brown, Ralph",Male,1928 – 2013,1928.0,2013.0,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/ralph-brown-823,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
85,1121,"Friedenson, Arthur",Male,1872–1955,1872.0,1955.0,"Leeds, United Kingdom","Parkstone, United States",http://www.tate.org.uk/art/artists/arthur-friedenson-1121,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
86,1173,"Ginesi, Edna",Female,1902–2000,1902.0,2000.0,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/edna-ginesi-1173,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
87,227,"Grimshaw, Atkinson",Male,1836–1893,1836.0,1893.0,"Leeds, United Kingdom","Leeds, United Kingdom",http://www.tate.org.uk/art/artists/atkinson-grimshaw-227,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
88,1278,"Heron, Patrick",Male,1920–1999,1920.0,1999.0,"Leeds, United Kingdom","Saint Ives, United Kingdom",http://www.tate.org.uk/art/artists/patrick-heron-1278,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
89,1305,"Holroyd, Sir Charles",Male,1861–1917,1861.0,1917.0,"Leeds, United Kingdom","Weybridge, United Kingdom",http://www.tate.org.uk/art/artists/sir-charles-holroyd-1305,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
90,293,"Inchbold, John William",Male,1830–1888,1830.0,1888.0,"Leeds, United Kingdom","Leeds, United Kingdom",http://www.tate.org.uk/art/artists/john-william-inchbold-293,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
91,1524,"Loker, John",Male,born 1938,1938.0,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/john-loker-1524,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
92,1600,"May, Phil",Male,1864–1903,1864.0,1903.0,"Leeds, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/phil-may-1600,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
93,2661,"Starr, Georgina",Female,born 1968,1968.0,,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/georgina-starr-2661,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
94,2028,"Taylor, Walter",Male,1860–1943,1860.0,1943.0,"Leeds, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/walter-taylor-2028,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
95,13824,"Turner, Bruce",Male,1894–1963,1894.0,1963.0,"Leeds, United Kingdom",,http://www.tate.org.uk/art/artists/bruce-turner-13824,,"(53.8007554, -1.5490774)",53.8007554,-1.5490774
96,2411,"Adam, Robert",Male,1728–1792,1728.0,1792.0,"Kirkcaldy, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-adam-2411,,"(56.1168249, -3.158137)",56.1168249,-3.158137
97,626,"Adams, Harry William",Male,1868–1947,1868.0,1947.0,"Worcester, United Kingdom","Worcester, United Kingdom",http://www.tate.org.uk/art/artists/harry-william-adams-626,,"(52.193636, -2.221575)",52.193636,-2.221575
98,62,"Brock, Sir Thomas",Male,1847–1922,1847.0,1922.0,"Worcester, United Kingdom",,http://www.tate.org.uk/art/artists/sir-thomas-brock-62,,"(52.193636, -2.221575)",52.193636,-2.221575
99,2491,"Davis, Edward Thompson, of Worcester",Male,1833–1867,1833.0,1867.0,"Worcester, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/edward-thompson-davis-of-worcester-2491,,"(52.193636, -2.221575)",52.193636,-2.221575
100,246,"Haynes-Williams, John",Male,1836–1908,1836.0,1908.0,"Worcester, United Kingdom",,http://www.tate.org.uk/art/artists/john-haynes-williams-246,,"(52.193636, -2.221575)",52.193636,-2.221575
101,2000,"Stezaker, John",Male,born 1949,1949.0,,"Worcester, United Kingdom",,http://www.tate.org.uk/art/artists/john-stezaker-2000,,"(52.193636, -2.221575)",52.193636,-2.221575
102,627,"Adams, Norman",Male,1927–2005,1927.0,2005.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/norman-adams-627,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
103,629,"Adeney, Bernard",Male,1878–1966,1878.0,1966.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bernard-adeney-629,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
104,2608,"Adshead, Mary",Female,1904–1995,1904.0,1995.0,"London, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/mary-adshead-2608,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
105,3,"Alken, Henry Thomas",Male,1785–1851,1785.0,1851.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-thomas-alken-3,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
106,2471,"Alken, Samuel, Senior",Male,1756–1815,1756.0,1815.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-alken-senior-2471,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
107,12153,"Allen, Phillip",Male,born 1967,1967.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/phillip-allen-12153,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
108,644,"Allinson, Adrian",Male,1890–1959,1890.0,1959.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/adrian-allinson-644,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
109,2273,"Allom, Thomas",Male,1804–1872,1804.0,1872.0,"London, United Kingdom","Barnes, United Kingdom",http://www.tate.org.uk/art/artists/thomas-allom-2273,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
110,650,"Annesley, David",Male,born 1936,1936.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/david-annesley-650,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
111,11,"Armitage, Edward",Male,1817–1896,1817.0,1896.0,"London, United Kingdom","Royal Tunbridge Wells, United Kingdom",http://www.tate.org.uk/art/artists/edward-armitage-11,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
112,12,"Armstead, Henry Hugh",Male,1828–1905,1828.0,1905.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/henry-hugh-armstead-12,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
113,2474,"Artaud, William",Male,1763–1823,1763.0,1823.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-artaud-2474,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
114,2412,"Atkinson, John Augustus",Male,1775–1830,1775.0,1830.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-augustus-atkinson-2412,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
115,680,"Ayres, OBE Gillian",Female,born 1930,1930.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/gillian-ayres-obe-680,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
116,681,"Ayrton, Michael",Male,1921–1975,1921.0,1975.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/michael-ayrton-681,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
117,683,"Bacon, John Henry F.",Male,1868–1915,1868.0,1915.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/john-henry-f-bacon-683,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
118,18,"Barenger, James",Male,1780–1831,1780.0,1831.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-barenger-18,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
119,22,"Barret, George, Junior",Male,1767–1842,1767.0,1842.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-barret-junior-22,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
120,712,"Bayes, Gilbert",Male,1872–1953,1872.0,1953.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/gilbert-bayes-712,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
121,713,"Bayes, Walter",Male,1869–1956,1869.0,1956.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/walter-bayes-713,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
122,721,"Beer, Richard",Male,born 1928,1928.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/richard-beer-721,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
123,722,"Beerbohm, Sir Max",Male,1872–1956,1872.0,1956.0,"London, United Kingdom","Rapallo, Italia",http://www.tate.org.uk/art/artists/sir-max-beerbohm-722,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
124,31,"Behnes, William",Male,1795–1864,1795.0,1864.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-behnes-31,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
125,729,"Bell, Robert Anning",Male,1863–1933,1863.0,1933.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-anning-bell-729,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
126,735,"Bellingham-Smith, Elinor",Female,1906–1988,1906.0,1988.0,"London, United Kingdom","Ipswich, United Kingdom",http://www.tate.org.uk/art/artists/elinor-bellingham-smith-735,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
127,740,"Benson, Abraham Harris",Male,1878–1929,1878.0,1929.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/abraham-harris-benson-740,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
128,743,"Berg, Adrian",Male,1929–2011,1929.0,2011.0,"London, United Kingdom","Brighton, United Kingdom",http://www.tate.org.uk/art/artists/adrian-berg-743,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
129,755,"Bishop, Henry",Male,1868–1939,1868.0,1939.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-bishop-755,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
130,38,"Blake, Robert",Male,1762–1787,1762.0,1787.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-blake-38,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
131,39,"Blake, William",Male,1757–1827,1757.0,1827.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-blake-39,,"(51.5072178, -0.1275862)",51.5072178,-0.1275862
