,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url,all,BirthCoords,BirthLat,BirthLon
1549,334,"Lawrence, Sir Thomas",Male,1769–1830,1769.0,1830.0,"Bristol, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-thomas-lawrence-334,,"(51.454513, -2.58791)",51.454513,-2.58791
1550,1525,"Long, Richard",Male,born 1945,1945.0,,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/richard-long-1525,,"(51.454513, -2.58791)",51.454513,-2.58791
1551,391,"Müller, William James",Male,1812–1845,1812.0,1845.0,"Bristol, United Kingdom","Bristol, United Kingdom",http://www.tate.org.uk/art/artists/william-james-muller-391,,"(51.454513, -2.58791)",51.454513,-2.58791
1552,430,"Poole, Paul Falconer",Male,1807–1879,1807.0,1879.0,"Bristol, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/paul-falconer-poole-430,,"(51.454513, -2.58791)",51.454513,-2.58791
1553,436,"Pyne, James Baker",Male,1800–1870,1800.0,1870.0,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/james-baker-pyne-436,,"(51.454513, -2.58791)",51.454513,-2.58791
1554,1865,"Rosenberg, Isaac",Male,1890–1918,1890.0,1918.0,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/isaac-rosenberg-1865,,"(51.454513, -2.58791)",51.454513,-2.58791
1555,546,"Thomas, James Havard",Male,1854–1921,1854.0,1921.0,"Bristol, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-havard-thomas-546,,"(51.454513, -2.58791)",51.454513,-2.58791
1556,2103,"Vézelay, Paule",Female,1892–1984,1892.0,1984.0,"Bristol, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/paule-vezelay-2103,,"(51.454513, -2.58791)",51.454513,-2.58791
1557,605,"Williams, William",Male,active 1758–1797,1758.0,1797.0,"Bristol, United Kingdom","Bristol, United Kingdom",http://www.tate.org.uk/art/artists/william-williams-605,,"(51.454513, -2.58791)",51.454513,-2.58791
1558,686,"Baj, Enrico",Male,1924–2003,1924.0,2003.0,"Milano, Italia",,http://www.tate.org.uk/art/artists/enrico-baj-686,,"(45.4642035, 9.189982)",45.4642035,9.189982
1559,900,"Chighine, Alfredo",Male,1914–1974,1914.0,1974.0,"Milano, Italia",,http://www.tate.org.uk/art/artists/alfredo-chighine-900,,"(45.4642035, 9.189982)",45.4642035,9.189982
1560,14983,Dadamaino,Female,1930–2004,1935.0,2004.0,"Milano, Italia",,http://www.tate.org.uk/art/artists/dadamaino-14983,,"(45.4642035, 9.189982)",45.4642035,9.189982
1561,1623,"Merz, Mario",Male,1925–2003,1925.0,2003.0,"Milano, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-merz-1623,,"(45.4642035, 9.189982)",45.4642035,9.189982
1562,2091,"Valenti, Italo",Male,1912–1995,1912.0,1995.0,"Milano, Italia",,http://www.tate.org.uk/art/artists/italo-valenti-2091,,"(45.4642035, 9.189982)",45.4642035,9.189982
1563,687,"Baldessari, John",Male,born 1931,1931.0,,"National City, United States",,http://www.tate.org.uk/art/artists/john-baldessari-687,,"(32.6781085, -117.0991967)",32.6781085,-117.0991967
1564,688,"Balla, Giacomo",Male,1871–1958,1871.0,1958.0,"Torino, Italia","Roma, Italia",http://www.tate.org.uk/art/artists/giacomo-balla-688,,"(45.0703393, 7.686864)",45.0703393,7.686864
1565,752,"Bionda, Mario",Male,1913–1985,1913.0,1985.0,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-bionda-752,,"(45.0703393, 7.686864)",45.0703393,7.686864
1566,7713,"Boetti, Alighiero",Male,1940–1994,1940.0,1994.0,"Torino, Italia",,http://www.tate.org.uk/art/artists/alighiero-e-boetti-7713,,"(45.0703393, 7.686864)",45.0703393,7.686864
1567,1076,"Fabro, Luciano",Male,1936–2007,1936.0,2007.0,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/luciano-fabro-1076,,"(45.0703393, 7.686864)",45.0703393,7.686864
1568,12525,"Merz, Marisa",Female,born 1931,1931.0,,"Torino, Italia",,http://www.tate.org.uk/art/artists/marisa-merz-12525,,"(45.0703393, 7.686864)",45.0703393,7.686864
1569,1868,"Rosso, Medardo",Male,1858–1928,1858.0,1928.0,"Torino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/medardo-rosso-1868,,"(45.0703393, 7.686864)",45.0703393,7.686864
1570,5373,"Baltz, Lewis",Male,born 1945,1945.0,,"Newport Beach, United States",,http://www.tate.org.uk/art/artists/lewis-baltz-5373,,"(33.6188829, -117.9298493)",33.6188829,-117.9298493
1571,10462,"Stark, Frances",Female,born 1967,1967.0,,"Newport Beach, United States",,http://www.tate.org.uk/art/artists/frances-stark-10462,,"(33.6188829, -117.9298493)",33.6188829,-117.9298493
1572,2687,"Banner, Fiona",Female,born 1966,1966.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/fiona-banner-2687,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1573,710,"Baxter, Iain",Male,born 1936,1936.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/iain-baxter-710,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1574,35,"Bewick, Thomas",Male,1753–1828,1753.0,1828.0,"England, United Kingdom",Gateshead,http://www.tate.org.uk/art/artists/thomas-bewick-35,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1575,55,"Briggs, Henry Perronet",Male,?1791–1844,1791.0,1844.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/henry-perronet-briggs-55,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1576,2421,"Cuitt, George, Junior",Male,1779–1854,1779.0,1854.0,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/george-cuitt-junior-2421,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1577,12042,"Cullen, Martin",Male,born 1967,1967.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/martin-cullen-12042,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1578,968,"Currie, John S.",Male,c.1884–1914,1884.0,1914.0,"England, United Kingdom",Chelsea,http://www.tate.org.uk/art/artists/john-s-currie-968,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1579,1030,"Drever, Timothy",Male,born 1935,1935.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/timothy-drever-1030,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1580,176,"Farington, Joseph",Male,1747–1821,1747.0,1821.0,"England, United Kingdom","Didsbury, Canada",http://www.tate.org.uk/art/artists/joseph-farington-176,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1581,182,"Fielding, Anthony Vandyke Copley",Male,1787–1855,1787.0,1855.0,"England, United Kingdom",Worthing,http://www.tate.org.uk/art/artists/anthony-vandyke-copley-fielding-182,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1582,215,"Goodwin, Albert",Male,1845–1932,1845.0,1932.0,"England, United Kingdom",,http://www.tate.org.uk/art/artists/albert-goodwin-215,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1583,247,"Hearne, Thomas",Male,1744–1817,1744.0,1817.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/thomas-hearne-247,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1584,1351,"Jagger, Charles Sargeant",Male,1885–1934,1885.0,1934.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/charles-sargeant-jagger-1351,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1585,1352,"James, A. Gosset",Male,1875–1950,1875.0,1950.0,"England, United Kingdom",Stow-on-the-Wold,http://www.tate.org.uk/art/artists/a-gosset-james-1352,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1586,1460,"Lancaster, Mark",Male,born 1938,1938.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/mark-lancaster-1460,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1587,336,"Leader, Benjamin Williams",Male,1831–1923,1831.0,1923.0,"England, United Kingdom",Shere,http://www.tate.org.uk/art/artists/benjamin-williams-leader-336,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1588,1521,"Lloyd, James",Male,1905–1974,1905.0,1974.0,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/james-lloyd-1521,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1589,1533,"Lowry, L.S.",Male,1887–1976,1887.0,1976.0,"England, United Kingdom",Salford,http://www.tate.org.uk/art/artists/ls-lowry-1533,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1590,1599,"Maxwell, John",Male,1905–1962,1905.0,1962.0,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/john-maxwell-1599,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1591,1637,"Milne, Malcolm",Male,1887–1954,1887.0,1954.0,"England, United Kingdom",Oxford,http://www.tate.org.uk/art/artists/malcolm-milne-1637,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1592,2616,"Naylor, Martin",Male,born 1944,1944.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/martin-naylor-2616,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1593,2520,"Nicholson, Francis",Male,1753–1844,1753.0,1844.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/francis-nicholson-2520,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1594,2448,"Parrott, William",Male,1813–1869,1813.0,1869.0,"England, United Kingdom",,http://www.tate.org.uk/art/artists/william-parrott-2448,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1595,445,"Rich, Alfred William",Male,1856–1921,1856.0,1921.0,"England, United Kingdom",Tewkesbury,http://www.tate.org.uk/art/artists/alfred-william-rich-445,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1596,12898,"Rideal, Liz",Female,born 1954,1954.0,,"England, United Kingdom",,http://www.tate.org.uk/art/artists/liz-rideal-12898,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1597,1977,"Spencer, Sir Stanley",Male,1891–1959,1891.0,1959.0,"England, United Kingdom","Cliveden, United States",http://www.tate.org.uk/art/artists/sir-stanley-spencer-1977,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1598,519,"Stanhope, John Roddam Spencer",Male,1829–1908,1829.0,1908.0,"England, United Kingdom","Firenze, Italia",http://www.tate.org.uk/art/artists/john-roddam-spencer-stanhope-519,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1599,527,"Stokes, Adrian",Male,1854–1935,1854.0,1935.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/adrian-stokes-527,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1600,2534,"Sunderland, Thomas",Male,1744–1823,1744.0,1823.0,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/thomas-sunderland-2534,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1601,2583,"Walker, Anthony",Male,1726–1765,1726.0,1765.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/anthony-walker-2583,,"(52.3555177, -1.1743197)",52.3555177,-1.1743197
1602,691,"Banting, John",Male,1902–1971,1902.0,1971.0,"Chelsea, United Kingdom","Hastings, United Kingdom",http://www.tate.org.uk/art/artists/john-banting-691,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1603,1208,"Gray, Ronald",Male,1868–1951,1868.0,1951.0,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ronald-gray-1208,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1604,2580,"Hamilton, William",Male,1751–1801,1751.0,1801.0,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-hamilton-2580,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1605,1324,"Hughes-Stanton, Sir Herbert",Male,1870–1937,1870.0,1937.0,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-herbert-hughes-stanton-1324,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1606,1399,"Kennington, Eric",Male,1888–1960,1888.0,1960.0,"Chelsea, United Kingdom","Reading, United Kingdom",http://www.tate.org.uk/art/artists/eric-kennington-1399,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1607,1485,"Ledward, Gilbert",Male,1888–1960,1888.0,1960.0,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/gilbert-ledward-1485,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1608,1559,"Maitland, Paul",Male,1863–1909,1863.0,1909.0,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/paul-maitland-1559,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1609,1803,"Prout, Margaret Fisher",Female,1875–1963,1875.0,1963.0,"Chelsea, United Kingdom","Saint Leonards, United Kingdom",http://www.tate.org.uk/art/artists/margaret-fisher-prout-1803,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1610,588,"Webb, James",Male,c.1825–1895,1825.0,1895.0,"Chelsea, United Kingdom",,http://www.tate.org.uk/art/artists/james-webb-588,,"(51.4869429, -0.170037)",51.4869429,-0.170037
1611,692,"Baran, Stefan",Male,born 1922,1922.0,,"Dormans, France",,http://www.tate.org.uk/art/artists/stefan-baran-692,,"(49.07464, 3.638479)",49.07464,3.638479
1612,4731,"Barclay, Claire",Female,born 1968,1968.0,,"Paisley, United Kingdom",,http://www.tate.org.uk/art/artists/claire-barclay-4731,,"(55.847258, -4.440113999999999)",55.847258,-4.440113999999999
1613,5448,"McFadyen, Jock",Male,born 1950,1950.0,,"Paisley, United Kingdom",,http://www.tate.org.uk/art/artists/jock-mcfadyen-5448,,"(55.847258, -4.440113999999999)",55.847258,-4.440113999999999
1614,12686,"Barham, Anna",Female,born 1974,1974.0,,"Sutton Coldfield, United Kingdom",,http://www.tate.org.uk/art/artists/anna-barham-12686,,"(52.57038499999999, -1.824042)",52.57038499999999,-1.824042
1615,693,"Barker, Clive",Male,born 1940,1940.0,,"Luton, United Kingdom",,http://www.tate.org.uk/art/artists/clive-barker-693,,"(51.8786707, -0.4200255)",51.8786707,-0.4200255
1616,1213,"Green, Anthony",Male,born 1939,1939.0,,"Luton, United Kingdom",,http://www.tate.org.uk/art/artists/anthony-green-1213,,"(51.8786707, -0.4200255)",51.8786707,-0.4200255
1617,1781,"Plumb, John",Male,1927–2008,1927.0,2008.0,"Luton, United Kingdom",,http://www.tate.org.uk/art/artists/john-plumb-1781,,"(51.8786707, -0.4200255)",51.8786707,-0.4200255
1618,6110,"Titchner, Mark",Male,born 1973,1973.0,,"Luton, United Kingdom",,http://www.tate.org.uk/art/artists/mark-titchner-6110,,"(51.8786707, -0.4200255)",51.8786707,-0.4200255
1619,694,"Barker, Margaret",Female,born 1907,1907.0,,"Sydenham, United Kingdom",,http://www.tate.org.uk/art/artists/margaret-barker-694,,"(51.42476, -0.059399)",51.42476,-0.059399
1620,895,"Cheese, Bernard",Male,born 1925,1925.0,,"Sydenham, United Kingdom",,http://www.tate.org.uk/art/artists/bernard-cheese-895,,"(51.42476, -0.059399)",51.42476,-0.059399
1621,19,"Barker, Thomas, of Bath",Male,1769–1847,1769.0,1847.0,"Pontypool, United Kingdom","Bath, United Kingdom",http://www.tate.org.uk/art/artists/thomas-barker-of-bath-19,,"(51.700369, -3.045268)",51.700369,-3.045268
1622,695,"Barlach, Ernst",Male,1870–1938,1870.0,1938.0,"Wedel, Deutschland","Rostock, Deutschland",http://www.tate.org.uk/art/artists/ernst-barlach-695,,"(53.58238129999999, 9.7137465)",53.58238129999999,9.7137465
1623,10908,"Barlow, Phyllida",Female,born 1944,1944.0,,"Newcastle upon Tyne, United Kingdom",,http://www.tate.org.uk/art/artists/phyllida-barlow-10908,,"(54.978252, -1.61778)",54.978252,-1.61778
1624,1069,"Etchells, Frederick",Male,1886–1973,1886.0,1973.0,"Newcastle upon Tyne, United Kingdom",,http://www.tate.org.uk/art/artists/frederick-etchells-1069,,"(54.978252, -1.61778)",54.978252,-1.61778
1625,2644,"Gunning, Lucy",Female,born 1964,1964.0,,"Newcastle upon Tyne, United Kingdom",,http://www.tate.org.uk/art/artists/lucy-gunning-2644,,"(54.978252, -1.61778)",54.978252,-1.61778
1626,248,"Hemy, Charles Napier",Male,1841–1917,1841.0,1917.0,"Newcastle upon Tyne, United Kingdom",,http://www.tate.org.uk/art/artists/charles-napier-hemy-248,,"(54.978252, -1.61778)",54.978252,-1.61778
1627,1454,"Laing, Gerald",Male,1936–2011,1936.0,2011.0,"Newcastle upon Tyne, United Kingdom","Scotland, United Kingdom",http://www.tate.org.uk/art/artists/gerald-laing-1454,,"(54.978252, -1.61778)",54.978252,-1.61778
1628,10693,"Pollard, Jane",Female,born 1972,1972.0,,"Newcastle upon Tyne, United Kingdom",,http://www.tate.org.uk/art/artists/jane-pollard-10693,,"(54.978252, -1.61778)",54.978252,-1.61778
1629,2564,"Pollard, Robert",Male,1755–1838,1755.0,1838.0,"Newcastle upon Tyne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-pollard-2564,,"(54.978252, -1.61778)",54.978252,-1.61778
1630,2452,"Richardson, Thomas Miles, Junior",Male,1813–1890,1813.0,1890.0,"Newcastle upon Tyne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-miles-richardson-junior-2452,,"(54.978252, -1.61778)",54.978252,-1.61778
1631,449,"Ridley, Matthew White",Male,1837–1888,1837.0,1888.0,"Newcastle upon Tyne, United Kingdom","Chiswick, United Kingdom",http://www.tate.org.uk/art/artists/matthew-white-ridley-449,,"(54.978252, -1.61778)",54.978252,-1.61778
1632,4147,"Wilson, Jane",Female,born 1967,1967.0,,"Newcastle upon Tyne, United Kingdom",,http://www.tate.org.uk/art/artists/jane-wilson-4147,,"(54.978252, -1.61778)",54.978252,-1.61778
1633,2793,"Wilson, Louise",Female,born 1967,1967.0,,"Newcastle upon Tyne, United Kingdom",,http://www.tate.org.uk/art/artists/louise-wilson-2793,,"(54.978252, -1.61778)",54.978252,-1.61778
1634,2547,"Wykeham Archer, J.",Male,1808–1864,1808.0,1864.0,"Newcastle upon Tyne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/j-wykeham-archer-2547,,"(54.978252, -1.61778)",54.978252,-1.61778
1635,2362,"Barney, Matthew",Male,born 1967,1967.0,,"San Francisco, United States",,http://www.tate.org.uk/art/artists/matthew-barney-2362,,"(37.7749295, -122.4194155)",37.7749295,-122.4194155
1636,4744,"Cooper, Thomas Joshua",Male,born 1946,1946.0,,"San Francisco, United States",,http://www.tate.org.uk/art/artists/thomas-joshua-cooper-4744,,"(37.7749295, -122.4194155)",37.7749295,-122.4194155
1637,8143,"Donnelly, Trisha",Female,born 1974,1974.0,,"San Francisco, United States",,http://www.tate.org.uk/art/artists/trisha-donnelly-8143,,"(37.7749295, -122.4194155)",37.7749295,-122.4194155
1638,1923,"Serra, Richard",Male,born 1939,1939.0,,"San Francisco, United States",,http://www.tate.org.uk/art/artists/richard-serra-1923,,"(37.7749295, -122.4194155)",37.7749295,-122.4194155
1639,696,"Barni, Roberto",Male,born 1939,1939.0,,"Pistoia, Italia",,http://www.tate.org.uk/art/artists/roberto-barni-696,,"(43.9303475, 10.9078587)",43.9303475,10.9078587
1640,1581,"Marini, Marino",Male,1901–1980,1901.0,1980.0,"Pistoia, Italia","Viareggio, Italia",http://www.tate.org.uk/art/artists/marino-marini-1581,,"(43.9303475, 10.9078587)",43.9303475,10.9078587
1641,697,"Barns-Graham, Wilhelmina",Female,1912–2004,1912.0,2004.0,"Saint Andrews, United Kingdom",,http://www.tate.org.uk/art/artists/wilhelmina-barns-graham-697,,"(56.3397753, -2.7967214)",56.3397753,-2.7967214
1642,10168,"Barriball, Anna",Female,born 1972,1972.0,,"Plymouth, United Kingdom",,http://www.tate.org.uk/art/artists/anna-barriball-10168,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1643,930,"Collins, Cecil",Male,1908–1989,1908.0,1989.0,"Plymouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/cecil-collins-930,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1644,240,"Hart, Solomon Alexander",Male,1806–1881,1806.0,1881.0,"Plymouth, United Kingdom",,http://www.tate.org.uk/art/artists/solomon-alexander-hart-240,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1645,243,"Haydon, Benjamin Robert",Male,1786–1846,1786.0,1846.0,"Plymouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/benjamin-robert-haydon-243,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1646,404,"Northcote, James",Male,1746–1831,1746.0,1831.0,"Plymouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-northcote-404,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1647,2225,"Payne, William",Male,c.1776–c.1830,1776.0,1830.0,"Plymouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-payne-2225,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1648,1760,"Perryman, Margot",Female,born 1938,1938.0,,"Plymouth, United Kingdom",,http://www.tate.org.uk/art/artists/margot-perryman-1760,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1649,435,"Prout, Samuel",Male,1783–1852,1783.0,1852.0,"Plymouth, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-prout-435,,"(50.3754565, -4.1426565)",50.3754565,-4.1426565
1650,24,"Barry, James",Male,1741–1806,1741.0,1806.0,"Cork, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/james-barry-24,,"(51.8985143, -8.4756035)",51.8985143,-8.4756035
1651,2483,"Buck, Adam",Male,1759–1833,1759.0,1833.0,"Cork, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/adam-buck-2483,,"(51.8985143, -8.4756035)",51.8985143,-8.4756035
1652,2263,"Butts, John",Male,c.1728–1764,1728.0,1764.0,"Cork, Éire","Dublin, Éire",http://www.tate.org.uk/art/artists/john-butts-2263,,"(51.8985143, -8.4756035)",51.8985143,-8.4756035
1653,2357,"Cross, Dorothy",Female,born 1956,1956.0,,"Cork, Éire",,http://www.tate.org.uk/art/artists/dorothy-cross-2357,,"(51.8985143, -8.4756035)",51.8985143,-8.4756035
1654,365,"Maclise, Daniel",Male,1806–1870,1806.0,1870.0,"Cork, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/daniel-maclise-365,,"(51.8985143, -8.4756035)",51.8985143,-8.4756035
1655,6882,"Bartana, Yael",Female,born 1970,1970.0,,"‘Afula, Yisra'el",,http://www.tate.org.uk/art/artists/yael-bartana-6882,,"(32.6104931, 35.287922)",32.6104931,35.287922
1656,698,"Bartlett, Jennifer",Female,born 1941,1941.0,,"Long Beach, United States",,http://www.tate.org.uk/art/artists/jennifer-bartlett-698,,"(33.7700504, -118.1937395)",33.7700504,-118.1937395
1657,14318,Jess,Male,1923–2004,1923.0,2004.0,"Long Beach, United States","San Francisco, United States",http://www.tate.org.uk/art/artists/jess-14318,,"(33.7700504, -118.1937395)",33.7700504,-118.1937395
1658,2478,"Bartolozzi, Francesco",Male,1727–1815,1727.0,1815.0,"Firenze, Italia","Lisboa, Portugal",http://www.tate.org.uk/art/artists/francesco-bartolozzi-2478,,"(43.7695604, 11.2558136)",43.7695604,11.2558136
1659,899,"Chia, Sandro",Male,born 1946,1946.0,,"Firenze, Italia",,http://www.tate.org.uk/art/artists/sandro-chia-899,,"(43.7695604, 11.2558136)",43.7695604,11.2558136
1660,2485,"Cipriani, Giovanni Battista",Male,1727–1785,1727.0,1785.0,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/giovanni-battista-cipriani-2485,,"(43.7695604, 11.2558136)",43.7695604,11.2558136
1661,475,"Sargent, John Singer",Male,1856–1925,1856.0,1925.0,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/john-singer-sargent-475,,"(43.7695604, 11.2558136)",43.7695604,11.2558136
1662,3823,"Soldi, Andrea",Male,c.1703–71,1703.0,1771.0,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/andrea-soldi-3823,,"(43.7695604, 11.2558136)",43.7695604,11.2558136
1663,6217,"Basbaum, Ricardo",Male,born 1961,1961.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/ricardo-basbaum-6217,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1664,4773,"Fahlström, Öyvind",Male,1928–1976,1928.0,1976.0,"São Paulo, Brasil","Stockholm, Sverige",http://www.tate.org.uk/art/artists/oyvind-fahlstrom-4773,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1665,15101,"Komatsu, André",Male,born 1978,1978.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/andre-komatsu-15101,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1666,1448,"Kunst, Mauro",Male,born 1930,1930.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/mauro-kunst-1448,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1667,13769,"Leirner, Jac",Female,born 1961,1961.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/jac-leirner-13769,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1668,4231,"Muniz, Vik",Male,born 1961,1961.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/vik-muniz-4231,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1669,12678,"Piza, Arthur Luiz",Male,born 1928,1928.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/arthur-luiz-piza-12678,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1670,11979,"Restiffe, Mauro",Male,born 1970,1970.0,,"São Paulo, Brasil",,http://www.tate.org.uk/art/artists/mauro-restiffe-11979,,"(-23.5557714, -46.6395571)",-23.5557714,-46.6395571
1671,699,"Baselitz, Georg",Male,born 1938,1938.0,,"Sachsen, Deutschland",,http://www.tate.org.uk/art/artists/georg-baselitz-699,,"(51.1045407, 13.2017384)",51.1045407,13.2017384
1672,700,"Baskin, Leonard",Male,1922–2000,1922.0,2000.0,"New Brunswick, United States","Northampton, United States",http://www.tate.org.uk/art/artists/leonard-baskin-700,,"(40.4862157, -74.4518188)",40.4862157,-74.4518188
1673,4915,"Batchelor, David",Male,born 1955,1955.0,,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/david-batchelor-4915,,"(56.462018, -2.970721)",56.462018,-2.970721
1674,32,"Bell, John Zephaniah",Male,1794–1883,1794.0,1883.0,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/john-zephaniah-bell-32,,"(56.462018, -2.970721)",56.462018,-2.970721
1675,7634,"Myles, Scott",Male,born 1975,1975.0,,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/scott-myles-7634,,"(56.462018, -2.970721)",56.462018,-2.970721
1676,1747,"Patrick, J. McIntosh",Male,1907–1998,1907.0,1998.0,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/j-mcintosh-patrick-1747,,"(56.462018, -2.970721)",56.462018,-2.970721
1677,2075,"Turnbull, William",Male,1922–2012,1922.0,2012.0,"Dundee, United Kingdom",,http://www.tate.org.uk/art/artists/william-turnbull-2075,,"(56.462018, -2.970721)",56.462018,-2.970721
